msa,msaname,date,CHPI
10740,"Albuquerque, NM",2010-01-22,176418.97
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010-01-22,222349.56
11244,"Anaheim-Santa Ana-Irvine, CA",2010-01-22,497212.91
12420,"Austin-Round Rock, TX",2010-01-22,181291.84
12580,"Baltimore-Columbia-Towson, MD",2010-01-22,327280.25
14454,"Boston, MA",2010-01-22,384771.88
14860,"Bridgeport-Stamford-Norwalk, CT",2010-01-22,431685.84
15764,"Cambridge-Newton-Framingham, MA",2010-01-22,382243.88
15804,"Camden, NJ",2010-01-22,238557.17
15980,"Cape Coral-Fort Myers, FL",2010-01-22,146103.81
16700,"Charleston-North Charleston, SC",2010-01-22,206919.8
16740,"Charlotte-Concord-Gastonia, NC-SC",2010-01-22,143177.38
16974,"Chicago-Naperville-Arlington Heights, IL",2010-01-22,224943.94
17140,"Cincinnati, OH-KY-IN",2010-01-22,131153.47
17460,"Cleveland-Elyria, OH",2010-01-22,145692.52
17820,"Colorado Springs, CO",2010-01-22,182134.41
18140,"Columbus, OH",2010-01-22,144527.72
19124,"Dallas-Plano-Irving, TX",2010-01-22,132539.84
19740,"Denver-Aurora-Lakewood, CO",2010-01-22,219578.11
19804,"Detroit-Dearborn-Livonia, MI",2010-01-22,65530.254
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2010-01-22,230576.53
23104,"Fort Worth-Arlington, TX",2010-01-22,118479.38
23844,"Gary, IN",2010-01-22,143584.17
25540,"Hartford-West Hartford-East Hartford, CT",2010-01-22,299406.13
26420,"Houston-The Woodlands-Sugar Land, TX",2010-01-22,147859.45
26900,"Indianapolis-Carmel-Anderson, IN",2010-01-22,119298.44
27260,"Jacksonville, FL",2010-01-22,178289.45
28140,"Kansas City, MO-KS",2010-01-22,116463.34
28940,"Knoxville, TN",2010-01-22,142924.58
29404,"Lake County-Kenosha County, IL-WI",2010-01-22,228489.13
29460,"Lakeland-Winter Haven, FL",2010-01-22,117624.76
29820,"Las Vegas-Henderson-Paradise, NV",2010-01-22,118321.52
31084,"Los Angeles-Long Beach-Glendale, CA",2010-01-22,375539.41
31140,"Louisville/Jefferson County, KY-IN",2010-01-22,139085.75
32820,"Memphis, TN-MS-AR",2010-01-22,154160.61
33124,"Miami-Miami Beach-Kendall, FL",2010-01-22,265539.06
33340,"Milwaukee-Waukesha-West Allis, WI",2010-01-22,197411.67
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2010-01-22,231591.16
33874,"Montgomery County-Bucks County-Chester County, PA",2010-01-22,277089.78
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2010-01-22,153815.8
35004,"Nassau County-Suffolk County, NY",2010-01-22,763484.88
35084,"Newark, NJ-PA",2010-01-22,357706.44
35300,"New Haven-Milford, CT",2010-01-22,283452.28
35380,"New Orleans-Metairie, LA",2010-01-22,154867.17
35614,"New York-Jersey City-White Plains, NY-NJ",2010-01-22,327098.34
35840,"North Port-Sarasota-Bradenton, FL",2010-01-22,198110.06
36084,"Oakland-Hayward-Berkeley, CA",2010-01-22,347834.94
36420,"Oklahoma City, OK",2010-01-22,118916.09
36740,"Orlando-Kissimmee-Sanford, FL",2010-01-22,147664.84
37100,"Oxnard-Thousand Oaks-Ventura, CA",2010-01-22,428703.63
37964,"Philadelphia, PA",2010-01-22,212965.13
38060,"Phoenix-Mesa-Scottsdale, AZ",2010-01-22,177543.39
38300,"Pittsburgh, PA",2010-01-22,138053.92
38900,"Portland-Vancouver-Hillsboro, OR-WA",2010-01-22,238861.55
39300,"Providence-Warwick, RI-MA",2010-01-22,284289.09
39580,"Raleigh, NC",2010-01-22,168663.47
40060,"Richmond, VA",2010-01-22,193308.17
40140,"Riverside-San Bernardino-Ontario, CA",2010-01-22,178167.08
40900,"Sacramento--Roseville--Arden-Arcade, CA",2010-01-22,203754.94
41180,"St. Louis, MO-IL",2010-01-22,122602.94
41620,"Salt Lake City, UT",2010-01-22,189068.77
41740,"San Diego-Carlsbad, CA",2010-01-22,413711.16
41884,"San Francisco-Redwood City-South San Francisco, CA",2010-01-22,722866.75
41940,"San Jose-Sunnyvale-Santa Clara, CA",2010-01-22,496003.81
42644,"Seattle-Bellevue-Everett, WA",2010-01-22,345735.22
43524,"Silver Spring-Frederick-Rockville, MD",2010-01-22,329100.28
45104,"Tacoma-Lakewood, WA",2010-01-22,222347.64
45300,"Tampa-St. Petersburg-Clearwater, FL",2010-01-22,140939.33
46060,"Tucson, AZ",2010-01-22,163218.3
46520,"Urban Honolulu, HI",2010-01-22,632257.38
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2010-01-22,223688.84
47664,"Warren-Troy-Farmington Hills, MI",2010-01-22,132106.25
47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2010-01-22,270773.25
48424,"West Palm Beach-Boca Raton-Delray Beach, FL",2010-01-22,200029.98
48864,"Wilmington, DE-MD-NJ",2010-01-22,231800.41
10740,"Albuquerque, NM",2010-01-29,174148.42
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010-01-29,222489.55
11244,"Anaheim-Santa Ana-Irvine, CA",2010-01-29,497182.56
12420,"Austin-Round Rock, TX",2010-01-29,181009.73
12580,"Baltimore-Columbia-Towson, MD",2010-01-29,327414.5
14454,"Boston, MA",2010-01-29,381507.13
14860,"Bridgeport-Stamford-Norwalk, CT",2010-01-29,429180.59
15764,"Cambridge-Newton-Framingham, MA",2010-01-29,378434.63
15804,"Camden, NJ",2010-01-29,233884.39
15980,"Cape Coral-Fort Myers, FL",2010-01-29,146395.73
16700,"Charleston-North Charleston, SC",2010-01-29,204569.97
16740,"Charlotte-Concord-Gastonia, NC-SC",2010-01-29,142436.5
16974,"Chicago-Naperville-Arlington Heights, IL",2010-01-29,225370.81
17140,"Cincinnati, OH-KY-IN",2010-01-29,131115.58
17460,"Cleveland-Elyria, OH",2010-01-29,146072.05
17820,"Colorado Springs, CO",2010-01-29,181989.95
17900,"Columbia, SC",2010-01-29,181989.95
18140,"Columbus, OH",2010-01-29,144666.58
19124,"Dallas-Plano-Irving, TX",2010-01-29,132568.3
19740,"Denver-Aurora-Lakewood, CO",2010-01-29,219590.45
19804,"Detroit-Dearborn-Livonia, MI",2010-01-29,65216.348
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2010-01-29,226937.28
23104,"Fort Worth-Arlington, TX",2010-01-29,118967.93
23844,"Gary, IN",2010-01-29,142111.13
24860,"Greenville-Anderson-Mauldin, SC",2010-01-29,142111.13
25540,"Hartford-West Hartford-East Hartford, CT",2010-01-29,296950.38
26420,"Houston-The Woodlands-Sugar Land, TX",2010-01-29,147398.08
26900,"Indianapolis-Carmel-Anderson, IN",2010-01-29,119656.22
27260,"Jacksonville, FL",2010-01-29,175933.75
28140,"Kansas City, MO-KS",2010-01-29,115654.81
28940,"Knoxville, TN",2010-01-29,142571.98
29404,"Lake County-Kenosha County, IL-WI",2010-01-29,227514.78
29460,"Lakeland-Winter Haven, FL",2010-01-29,117550.07
29820,"Las Vegas-Henderson-Paradise, NV",2010-01-29,118220.34
31084,"Los Angeles-Long Beach-Glendale, CA",2010-01-29,374325.84
31140,"Louisville/Jefferson County, KY-IN",2010-01-29,137590.34
32820,"Memphis, TN-MS-AR",2010-01-29,155140.5
33124,"Miami-Miami Beach-Kendall, FL",2010-01-29,265139.25
33340,"Milwaukee-Waukesha-West Allis, WI",2010-01-29,198869.52
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2010-01-29,198394.05
33874,"Montgomery County-Bucks County-Chester County, PA",2010-01-29,276678.38
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2010-01-29,154234.88
35004,"Nassau County-Suffolk County, NY",2010-01-29,723372.94
35084,"Newark, NJ-PA",2010-01-29,354174.16
35300,"New Haven-Milford, CT",2010-01-29,261466.14
35380,"New Orleans-Metairie, LA",2010-01-29,156281.7
35614,"New York-Jersey City-White Plains, NY-NJ",2010-01-29,324004.22
35840,"North Port-Sarasota-Bradenton, FL",2010-01-29,196964.67
36084,"Oakland-Hayward-Berkeley, CA",2010-01-29,348270.75
36420,"Oklahoma City, OK",2010-01-29,118360.91
36740,"Orlando-Kissimmee-Sanford, FL",2010-01-29,146949.5
37100,"Oxnard-Thousand Oaks-Ventura, CA",2010-01-29,425526.06
37964,"Philadelphia, PA",2010-01-29,211857.47
38060,"Phoenix-Mesa-Scottsdale, AZ",2010-01-29,180513.25
38300,"Pittsburgh, PA",2010-01-29,138634.3
38900,"Portland-Vancouver-Hillsboro, OR-WA",2010-01-29,237705.78
39300,"Providence-Warwick, RI-MA",2010-01-29,282361.75
39580,"Raleigh, NC",2010-01-29,170262.95
40060,"Richmond, VA",2010-01-29,193125.56
40140,"Riverside-San Bernardino-Ontario, CA",2010-01-29,177350.14
40380,"Rochester, NY",2010-01-29,177350.14
40900,"Sacramento--Roseville--Arden-Arcade, CA",2010-01-29,203080.42
41180,"St. Louis, MO-IL",2010-01-29,123261.81
41620,"Salt Lake City, UT",2010-01-29,187853.44
41740,"San Diego-Carlsbad, CA",2010-01-29,410557
41884,"San Francisco-Redwood City-South San Francisco, CA",2010-01-29,700995.38
41940,"San Jose-Sunnyvale-Santa Clara, CA",2010-01-29,496642.31
42644,"Seattle-Bellevue-Everett, WA",2010-01-29,344089.22
43524,"Silver Spring-Frederick-Rockville, MD",2010-01-29,327619.41
45104,"Tacoma-Lakewood, WA",2010-01-29,219031.19
45300,"Tampa-St. Petersburg-Clearwater, FL",2010-01-29,140310.48
46060,"Tucson, AZ",2010-01-29,163174.25
46520,"Urban Honolulu, HI",2010-01-29,631155.5
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2010-01-29,213092.3
47664,"Warren-Troy-Farmington Hills, MI",2010-01-29,131283.86
47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2010-01-29,269712.47
48424,"West Palm Beach-Boca Raton-Delray Beach, FL",2010-01-29,199432.27
48864,"Wilmington, DE-MD-NJ",2010-01-29,219579.56
10740,"Albuquerque, NM",2010-02-05,174108.89
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010-02-05,224337.02
11244,"Anaheim-Santa Ana-Irvine, CA",2010-02-05,496803.38
12420,"Austin-Round Rock, TX",2010-02-05,181654.08
12580,"Baltimore-Columbia-Towson, MD",2010-02-05,325780.53
14454,"Boston, MA",2010-02-05,388535.97
14860,"Bridgeport-Stamford-Norwalk, CT",2010-02-05,427356.56
15764,"Cambridge-Newton-Framingham, MA",2010-02-05,379440.72
15804,"Camden, NJ",2010-02-05,232834.41
15980,"Cape Coral-Fort Myers, FL",2010-02-05,146938.02
16700,"Charleston-North Charleston, SC",2010-02-05,202784.13
16740,"Charlotte-Concord-Gastonia, NC-SC",2010-02-05,141396.39
16974,"Chicago-Naperville-Arlington Heights, IL",2010-02-05,224191.16
17140,"Cincinnati, OH-KY-IN",2010-02-05,130586.34
17460,"Cleveland-Elyria, OH",2010-02-05,147207.17
17820,"Colorado Springs, CO",2010-02-05,182280.02
17900,"Columbia, SC",2010-02-05,182280.02
18140,"Columbus, OH",2010-02-05,144662.16
19124,"Dallas-Plano-Irving, TX",2010-02-05,132953.06
19740,"Denver-Aurora-Lakewood, CO",2010-02-05,219449.78
19804,"Detroit-Dearborn-Livonia, MI",2010-02-05,66380.016
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2010-02-05,229199.94
23104,"Fort Worth-Arlington, TX",2010-02-05,118506.27
23844,"Gary, IN",2010-02-05,142362.89
24340,"Grand Rapids-Wyoming, MI",2010-02-05,142362.89
24860,"Greenville-Anderson-Mauldin, SC",2010-02-05,142362.89
25540,"Hartford-West Hartford-East Hartford, CT",2010-02-05,297679.34
26420,"Houston-The Woodlands-Sugar Land, TX",2010-02-05,130099.69
26900,"Indianapolis-Carmel-Anderson, IN",2010-02-05,119851.63
27260,"Jacksonville, FL",2010-02-05,177505.81
28140,"Kansas City, MO-KS",2010-02-05,116150.77
28940,"Knoxville, TN",2010-02-05,143937.48
29404,"Lake County-Kenosha County, IL-WI",2010-02-05,226348.72
29460,"Lakeland-Winter Haven, FL",2010-02-05,118027.38
29820,"Las Vegas-Henderson-Paradise, NV",2010-02-05,117971.1
31084,"Los Angeles-Long Beach-Glendale, CA",2010-02-05,375377.56
31140,"Louisville/Jefferson County, KY-IN",2010-02-05,137691.55
32820,"Memphis, TN-MS-AR",2010-02-05,155559.63
33124,"Miami-Miami Beach-Kendall, FL",2010-02-05,267432.91
33340,"Milwaukee-Waukesha-West Allis, WI",2010-02-05,200172.72
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2010-02-05,198732.06
33874,"Montgomery County-Bucks County-Chester County, PA",2010-02-05,278063.16
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2010-02-05,153522.39
35004,"Nassau County-Suffolk County, NY",2010-02-05,678371.38
35084,"Newark, NJ-PA",2010-02-05,355839.19
35300,"New Haven-Milford, CT",2010-02-05,261591.34
35380,"New Orleans-Metairie, LA",2010-02-05,155649.11
35614,"New York-Jersey City-White Plains, NY-NJ",2010-02-05,324247.19
35840,"North Port-Sarasota-Bradenton, FL",2010-02-05,198602.47
36084,"Oakland-Hayward-Berkeley, CA",2010-02-05,352141.25
36420,"Oklahoma City, OK",2010-02-05,119154.95
36740,"Orlando-Kissimmee-Sanford, FL",2010-02-05,148261.73
37100,"Oxnard-Thousand Oaks-Ventura, CA",2010-02-05,425264.41
37964,"Philadelphia, PA",2010-02-05,212370.27
38060,"Phoenix-Mesa-Scottsdale, AZ",2010-02-05,173860.02
38300,"Pittsburgh, PA",2010-02-05,138891.95
38900,"Portland-Vancouver-Hillsboro, OR-WA",2010-02-05,237228.39
39300,"Providence-Warwick, RI-MA",2010-02-05,280994.97
39580,"Raleigh, NC",2010-02-05,168950.19
40060,"Richmond, VA",2010-02-05,191516.69
40140,"Riverside-San Bernardino-Ontario, CA",2010-02-05,178522.55
40380,"Rochester, NY",2010-02-05,178522.55
40900,"Sacramento--Roseville--Arden-Arcade, CA",2010-02-05,203450.67
41180,"St. Louis, MO-IL",2010-02-05,123554.16
41620,"Salt Lake City, UT",2010-02-05,186937.36
41740,"San Diego-Carlsbad, CA",2010-02-05,411283.19
41884,"San Francisco-Redwood City-South San Francisco, CA",2010-02-05,703267.38
41940,"San Jose-Sunnyvale-Santa Clara, CA",2010-02-05,496451.5
42644,"Seattle-Bellevue-Everett, WA",2010-02-05,343322.53
43524,"Silver Spring-Frederick-Rockville, MD",2010-02-05,330280.28
45104,"Tacoma-Lakewood, WA",2010-02-05,218435.64
45300,"Tampa-St. Petersburg-Clearwater, FL",2010-02-05,140381.16
46060,"Tucson, AZ",2010-02-05,163824.63
46140,"Tulsa, OK",2010-02-05,161542.59
46520,"Urban Honolulu, HI",2010-02-05,632757.44
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2010-02-05,213214.88
47664,"Warren-Troy-Farmington Hills, MI",2010-02-05,132270.64
47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2010-02-05,270513.34
48424,"West Palm Beach-Boca Raton-Delray Beach, FL",2010-02-05,199370.08
48864,"Wilmington, DE-MD-NJ",2010-02-05,219982.42
10740,"Albuquerque, NM",2010-02-12,176408.2
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010-02-12,223667.52
11244,"Anaheim-Santa Ana-Irvine, CA",2010-02-12,501730.44
12420,"Austin-Round Rock, TX",2010-02-12,182632.38
12580,"Baltimore-Columbia-Towson, MD",2010-02-12,325760.66
14454,"Boston, MA",2010-02-12,350538.97
14860,"Bridgeport-Stamford-Norwalk, CT",2010-02-12,432705.97
15764,"Cambridge-Newton-Framingham, MA",2010-02-12,374650.47
15804,"Camden, NJ",2010-02-12,234283.77
15980,"Cape Coral-Fort Myers, FL",2010-02-12,153082.48
16700,"Charleston-North Charleston, SC",2010-02-12,203699.95
16740,"Charlotte-Concord-Gastonia, NC-SC",2010-02-12,143726.66
16974,"Chicago-Naperville-Arlington Heights, IL",2010-02-12,227071.94
17140,"Cincinnati, OH-KY-IN",2010-02-12,131430.94
17460,"Cleveland-Elyria, OH",2010-02-12,138081.7
17820,"Colorado Springs, CO",2010-02-12,185282.47
17900,"Columbia, SC",2010-02-12,185282.47
18140,"Columbus, OH",2010-02-12,146439.44
19124,"Dallas-Plano-Irving, TX",2010-02-12,134189.05
19740,"Denver-Aurora-Lakewood, CO",2010-02-12,222824.42
19804,"Detroit-Dearborn-Livonia, MI",2010-02-12,70458.273
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2010-02-12,228615.77
23104,"Fort Worth-Arlington, TX",2010-02-12,120108.62
23844,"Gary, IN",2010-02-12,138039.97
24340,"Grand Rapids-Wyoming, MI",2010-02-12,138039.97
24860,"Greenville-Anderson-Mauldin, SC",2010-02-12,138039.97
25540,"Hartford-West Hartford-East Hartford, CT",2010-02-12,297518.13
26420,"Houston-The Woodlands-Sugar Land, TX",2010-02-12,131152.34
26900,"Indianapolis-Carmel-Anderson, IN",2010-02-12,120540.19
27260,"Jacksonville, FL",2010-02-12,177544.41
28140,"Kansas City, MO-KS",2010-02-12,121244.27
28940,"Knoxville, TN",2010-02-12,143140.92
29404,"Lake County-Kenosha County, IL-WI",2010-02-12,229414.69
29460,"Lakeland-Winter Haven, FL",2010-02-12,118573.2
29820,"Las Vegas-Henderson-Paradise, NV",2010-02-12,119494.63
31084,"Los Angeles-Long Beach-Glendale, CA",2010-02-12,372935.13
31140,"Louisville/Jefferson County, KY-IN",2010-02-12,138068.53
32820,"Memphis, TN-MS-AR",2010-02-12,154369.08
33124,"Miami-Miami Beach-Kendall, FL",2010-02-12,274030.88
33340,"Milwaukee-Waukesha-West Allis, WI",2010-02-12,204184.25
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2010-02-12,200568.66
33874,"Montgomery County-Bucks County-Chester County, PA",2010-02-12,280845.75
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2010-02-12,158440.14
35004,"Nassau County-Suffolk County, NY",2010-02-12,667537.13
35084,"Newark, NJ-PA",2010-02-12,355170.63
35300,"New Haven-Milford, CT",2010-02-12,264793.56
35380,"New Orleans-Metairie, LA",2010-02-12,157593.23
35614,"New York-Jersey City-White Plains, NY-NJ",2010-02-12,323231.13
35840,"North Port-Sarasota-Bradenton, FL",2010-02-12,201234.83
36084,"Oakland-Hayward-Berkeley, CA",2010-02-12,363111.94
36420,"Oklahoma City, OK",2010-02-12,121328.02
36740,"Orlando-Kissimmee-Sanford, FL",2010-02-12,148701.41
37100,"Oxnard-Thousand Oaks-Ventura, CA",2010-02-12,434556.56
37964,"Philadelphia, PA",2010-02-12,210785.72
38060,"Phoenix-Mesa-Scottsdale, AZ",2010-02-12,173891.34
38300,"Pittsburgh, PA",2010-02-12,139463.63
38900,"Portland-Vancouver-Hillsboro, OR-WA",2010-02-12,237622.59
39300,"Providence-Warwick, RI-MA",2010-02-12,287638.28
39580,"Raleigh, NC",2010-02-12,171403.38
40060,"Richmond, VA",2010-02-12,189490.08
40140,"Riverside-San Bernardino-Ontario, CA",2010-02-12,181537.69
40380,"Rochester, NY",2010-02-12,181537.69
40900,"Sacramento--Roseville--Arden-Arcade, CA",2010-02-12,202628.31
41180,"St. Louis, MO-IL",2010-02-12,124773.55
41620,"Salt Lake City, UT",2010-02-12,188116.8
41740,"San Diego-Carlsbad, CA",2010-02-12,417108.25
41884,"San Francisco-Redwood City-South San Francisco, CA",2010-02-12,702539.38
41940,"San Jose-Sunnyvale-Santa Clara, CA",2010-02-12,502164.59
42644,"Seattle-Bellevue-Everett, WA",2010-02-12,343254.78
43524,"Silver Spring-Frederick-Rockville, MD",2010-02-12,334760.75
45104,"Tacoma-Lakewood, WA",2010-02-12,219713.42
45300,"Tampa-St. Petersburg-Clearwater, FL",2010-02-12,141041.66
46060,"Tucson, AZ",2010-02-12,164837.48
46140,"Tulsa, OK",2010-02-12,162043.14
46520,"Urban Honolulu, HI",2010-02-12,632242.31
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2010-02-12,213074.22
47664,"Warren-Troy-Farmington Hills, MI",2010-02-12,134131.61
47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2010-02-12,272929.47
48424,"West Palm Beach-Boca Raton-Delray Beach, FL",2010-02-12,202622.33
48864,"Wilmington, DE-MD-NJ",2010-02-12,233108.13
10740,"Albuquerque, NM",2010-02-19,176278.88
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010-02-19,224785.89
11244,"Anaheim-Santa Ana-Irvine, CA",2010-02-19,504469.09
12420,"Austin-Round Rock, TX",2010-02-19,180938.63
12580,"Baltimore-Columbia-Towson, MD",2010-02-19,328758.97
14454,"Boston, MA",2010-02-19,368300.41
14860,"Bridgeport-Stamford-Norwalk, CT",2010-02-19,430373.31
15764,"Cambridge-Newton-Framingham, MA",2010-02-19,385240.03
15804,"Camden, NJ",2010-02-19,240381.66
15980,"Cape Coral-Fort Myers, FL",2010-02-19,153454.77
16700,"Charleston-North Charleston, SC",2010-02-19,202107.42
16740,"Charlotte-Concord-Gastonia, NC-SC",2010-02-19,144538.73
16974,"Chicago-Naperville-Arlington Heights, IL",2010-02-19,228910.94
17140,"Cincinnati, OH-KY-IN",2010-02-19,148064.48
17460,"Cleveland-Elyria, OH",2010-02-19,138857
17820,"Colorado Springs, CO",2010-02-19,184627.89
17900,"Columbia, SC",2010-02-19,488748.66
18140,"Columbus, OH",2010-02-19,146484.69
19124,"Dallas-Plano-Irving, TX",2010-02-19,134857.7
19740,"Denver-Aurora-Lakewood, CO",2010-02-19,223473.92
19804,"Detroit-Dearborn-Livonia, MI",2010-02-19,70400.984
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2010-02-19,230282.94
23104,"Fort Worth-Arlington, TX",2010-02-19,120034.64
23844,"Gary, IN",2010-02-19,142149.77
24340,"Grand Rapids-Wyoming, MI",2010-02-19,142149.77
24860,"Greenville-Anderson-Mauldin, SC",2010-02-19,177260.69
25540,"Hartford-West Hartford-East Hartford, CT",2010-02-19,296809.94
26420,"Houston-The Woodlands-Sugar Land, TX",2010-02-19,132506.86
26900,"Indianapolis-Carmel-Anderson, IN",2010-02-19,120871.95
27260,"Jacksonville, FL",2010-02-19,177617.91
28140,"Kansas City, MO-KS",2010-02-19,121663.22
28940,"Knoxville, TN",2010-02-19,143214.66
29404,"Lake County-Kenosha County, IL-WI",2010-02-19,227845.25
29460,"Lakeland-Winter Haven, FL",2010-02-19,118023.43
29820,"Las Vegas-Henderson-Paradise, NV",2010-02-19,119826.82
31084,"Los Angeles-Long Beach-Glendale, CA",2010-02-19,372243.28
31140,"Louisville/Jefferson County, KY-IN",2010-02-19,138183.94
32820,"Memphis, TN-MS-AR",2010-02-19,157197.55
33124,"Miami-Miami Beach-Kendall, FL",2010-02-19,272280.84
33340,"Milwaukee-Waukesha-West Allis, WI",2010-02-19,204253
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2010-02-19,200965.19
33874,"Montgomery County-Bucks County-Chester County, PA",2010-02-19,280894.5
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2010-02-19,154574.58
35004,"Nassau County-Suffolk County, NY",2010-02-19,699833.81
35084,"Newark, NJ-PA",2010-02-19,368787.19
35300,"New Haven-Milford, CT",2010-02-19,265782.78
35380,"New Orleans-Metairie, LA",2010-02-19,156315.69
35614,"New York-Jersey City-White Plains, NY-NJ",2010-02-19,322664.44
35840,"North Port-Sarasota-Bradenton, FL",2010-02-19,201260.94
36084,"Oakland-Hayward-Berkeley, CA",2010-02-19,363191.59
36420,"Oklahoma City, OK",2010-02-19,121941.2
36740,"Orlando-Kissimmee-Sanford, FL",2010-02-19,148176.36
37100,"Oxnard-Thousand Oaks-Ventura, CA",2010-02-19,432057.34
37964,"Philadelphia, PA",2010-02-19,217499.19
38060,"Phoenix-Mesa-Scottsdale, AZ",2010-02-19,175099.83
38300,"Pittsburgh, PA",2010-02-19,139411.91
38900,"Portland-Vancouver-Hillsboro, OR-WA",2010-02-19,237300.8
39300,"Providence-Warwick, RI-MA",2010-02-19,292079.88
39580,"Raleigh, NC",2010-02-19,170698.5
40060,"Richmond, VA",2010-02-19,189617.34
40140,"Riverside-San Bernardino-Ontario, CA",2010-02-19,181870.23
40900,"Sacramento--Roseville--Arden-Arcade, CA",2010-02-19,203592.17
41180,"St. Louis, MO-IL",2010-02-19,125802.91
41620,"Salt Lake City, UT",2010-02-19,188420.05
41740,"San Diego-Carlsbad, CA",2010-02-19,418437.38
41884,"San Francisco-Redwood City-South San Francisco, CA",2010-02-19,703364.63
41940,"San Jose-Sunnyvale-Santa Clara, CA",2010-02-19,503769.09
42644,"Seattle-Bellevue-Everett, WA",2010-02-19,343205
43524,"Silver Spring-Frederick-Rockville, MD",2010-02-19,329960.09
45104,"Tacoma-Lakewood, WA",2010-02-19,219606.8
45300,"Tampa-St. Petersburg-Clearwater, FL",2010-02-19,141396.39
46060,"Tucson, AZ",2010-02-19,164900.53
46140,"Tulsa, OK",2010-02-19,162265.36
46520,"Urban Honolulu, HI",2010-02-19,632480.5
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2010-02-19,213723.63
47664,"Warren-Troy-Farmington Hills, MI",2010-02-19,137263.73
47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2010-02-19,272767.38
48424,"West Palm Beach-Boca Raton-Delray Beach, FL",2010-02-19,202289.08
48864,"Wilmington, DE-MD-NJ",2010-02-19,221264.61
10740,"Albuquerque, NM",2010-02-26,174968.95
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010-02-26,226701.06
11244,"Anaheim-Santa Ana-Irvine, CA",2010-02-26,510940.59
12420,"Austin-Round Rock, TX",2010-02-26,181967.22
12580,"Baltimore-Columbia-Towson, MD",2010-02-26,328143.47
14454,"Boston, MA",2010-02-26,370370.78
14860,"Bridgeport-Stamford-Norwalk, CT",2010-02-26,428306
15764,"Cambridge-Newton-Framingham, MA",2010-02-26,385407.97
15804,"Camden, NJ",2010-02-26,240114.05
15980,"Cape Coral-Fort Myers, FL",2010-02-26,154890.08
16700,"Charleston-North Charleston, SC",2010-02-26,201243.28
16740,"Charlotte-Concord-Gastonia, NC-SC",2010-02-26,144059.42
16974,"Chicago-Naperville-Arlington Heights, IL",2010-02-26,222803.59
17140,"Cincinnati, OH-KY-IN",2010-02-26,131813.53
17460,"Cleveland-Elyria, OH",2010-02-26,138905.88
17820,"Colorado Springs, CO",2010-02-26,184954.8
17900,"Columbia, SC",2010-02-26,184954.8
18140,"Columbus, OH",2010-02-26,144863.58
19124,"Dallas-Plano-Irving, TX",2010-02-26,135056.17
19740,"Denver-Aurora-Lakewood, CO",2010-02-26,222823.56
19804,"Detroit-Dearborn-Livonia, MI",2010-02-26,71946.469
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2010-02-26,230264.5
23104,"Fort Worth-Arlington, TX",2010-02-26,120566.41
23844,"Gary, IN",2010-02-26,142450.89
24860,"Greenville-Anderson-Mauldin, SC",2010-02-26,179438.13
25540,"Hartford-West Hartford-East Hartford, CT",2010-02-26,298333.56
26420,"Houston-The Woodlands-Sugar Land, TX",2010-02-26,132549.08
26900,"Indianapolis-Carmel-Anderson, IN",2010-02-26,121697.23
27260,"Jacksonville, FL",2010-02-26,177382.11
28140,"Kansas City, MO-KS",2010-02-26,122671.59
28940,"Knoxville, TN",2010-02-26,143518.45
29404,"Lake County-Kenosha County, IL-WI",2010-02-26,229339.44
29460,"Lakeland-Winter Haven, FL",2010-02-26,117379.46
29820,"Las Vegas-Henderson-Paradise, NV",2010-02-26,119437.77
31084,"Los Angeles-Long Beach-Glendale, CA",2010-02-26,373286.31
